AdventureTherap... M,40,"We stayed 2 nights.  It's a busy spot.  Being right in the heart of downtown, I would expect there is always something going on.  We were able to walk to Merced,...",Hilton Atlanta,"Convenient, no complaints"
AdventureTherap... M,30,"The first thing I noticed about this beautiful beachfront resort was that I couldn't enjoy it.  I woke up and made some coffee (available in the room, which is ,...",Avila Beach Hotel,Non-smokers beware!
AdventureTherap... M,50,"Well done, Hilton.   We stay mostly in Hilton properties when we travel, and despite the massive size of this one it still felt comfortable, spacious and upscal,...",Hilton Americas - Houston,A Hilton gem
Erik R,50,"Amazing food in and outside the hotel, close to airport, and a short ride to many of the city’s museums and parks. Definitely enjoy the breakfast buffet at the ,...",Hilton Colon Guayaquil,Great hotel close to lots
Erik R,40,"staff is friendly, rooms are clean.. wish the pool area was bigger and of course the warm fat boy cookies i love so much.. what wrong with any of these? nothing,...",DoubleTree by Hilton Hotel West Palm Beach Airport,Good stay ...
Erik R,20,"I checked in later on the day of my reservation as my room was not ready when i arrived, I was there for business which my company had prepaid for. the front de,...",Wingate by Wyndham Orlando International Airport,Front Desk Rudeness
Erik R,40,"The managers and staff at the front rest are very friendly and accommodating to the point that you feel bad complaining about the not so great room upkeep. The ,...",Howard Johnson by Wyndham Blackwood Near Philadelphia,My stay
josuephoto,50,"We have rented cabins before and this so far has been the best we have stayed in so far.  The cabin is super clean, new furniture, and it looks like they added ,...",Sevierville Cabin w/ Deck & Hot Tub; 10Min to Dtwn,Truly The BEST Cabin We Have Rented!
josuephoto,20,"Hotel is very outdated and needs to be remodeled like other Courtyards. My roomSmelled moldy and the ceiling had wet stains.  Furniture is very old and falling,...",Courtyard Athens Downtown,Outdated
josuephoto,50,"I found John Crow's from many different reviews and had to give it a chance.  We stayed in Ochi for 5 days and ate there at least three times and drank there ev,...",John Crow's Tavern,"Excellent Food, Drinks, and Atmosphere !!!!!!!!!!!!!!!"
josuephoto,10,"I stayed here one night.  I was sick with a flu.  I checked in at midnight and at 12:30 a.m. I was woken up by my next door neighbor which had six men drinking ,...",Hilton Colon Guayaquil,Bad Customer Service
Dapger,,"HelloI am traveling with my older parents in late July and want to have someone come into the condo to cook a few meals while we are there.   With their health,...",North Myrtle Beach,
Dapger,40,"The Caverns were very cool and riding through them was even better.   The reason for the 4 star is that I was very annoyed with all the signs that say you must ,...",Fantastic Caverns,Very pretty.
Dapger,50,Very busy but clean and safe.  The trains were on time and a great way to get around.   Beats all the walking ,London Underground,Great way to get around 
Dapger,50,"We had a room facing the Abbey so it was wonderful.  The room and bath was oversized.  The bed was comfortable.   The bartenders are very friendly.  Christian w,...",London Marriott Hotel County Hall,Great location
Dapger,40,One thing about Europe I love is the huge buildings.   Some of the Abbey is under construction so that was disappointing.  All in all it’s a amazing place.,Westminster Abbey,Huge
Dapger,40,If your a history buff you will love this.   My husband did.   The price for entry is a bit steep but he felt it was worth it.     ,Churchill War Rooms,Interesting
Dapger,50,Walk through the past and hear interesting stories.   The Crown Jewels were amazing.  Lots of walking but well worth it.  ,Tower of London,Loved seeing the jewels.    
Dapger,,"I am coming to London for four nights in January.  What hotels would you recommend with the easiest access to attractions?  I know I won’t get to the all but I’,...",London,
Dapger,50,"We did kicker rock on the 360 tour of the island. We had wetsuits because the water was cold. We saw colorful fish, sharks, turtles and the cliffs of kicker roc,...",Kicker Rock,Awesome experience 
Dapger,50,"I loved this huge beach.    It’s a short but easy hike from town.  Take water and food.  There is none there.   The waves are impressive to witness and to watch,...",Galapagos Beach at Tortuga Bay,My Favorite beach in the Galapagos 
Dapger,50,"we stayed this Marriott after being on the road for two solid weeks going through Peru and the Galapagos islands. The four of us stayed in just a standard two d,...",Courtyard by Marriott Guayaquil,Our last hotel after being gone two weeks.   Loved it
Dapger,50,"We enjoyed staying here and the food was very good.   The breakfast was included and had many options.    Located on the river gave us nice views .  Loved their,...",Radisson Hotel Guayaquil,Great staff and clean rooms
Dapger,40,Worth a walk through and see the architecture and people watch.   Grab a beer on the pub on the corner and watch.  ,Centro Historico De Cusco,Busy place
Dapger,50,"We were told the best Guinea pig in Cusco was served here.   It was delicious.   We had a variety of other dishes that were all very good.   I would come back. ,...",Pachapapa cocina cusqueña y más,Great food and relaxed outdoor patio
Dapger,50,"This market is amazing.   The food is fresh and a good look at how people in Cusco really live.   Get a fresh juice- super cheap and tastes amazing.    We bough,...",Mercado Central de San Pedro,A must see
Dapger,40,"We toured the outside due to a shortage of time.   We found a guide who told us about the structure and it was fascinating.   It is below the big cross.  Our gu,...",Sacsayhuaman,We toured the outside 
Dapger,50,"Hilton.com messed up sand our two adjoining room reservation did not happen and then they wanted to charge me for the second room when I said I would not but my,...",Hilton Garden Inn Cusco,The staff here is great and fixed the online Hilton problem for me.   
Dapger,40,"The train was nice, clean and big seats.     The snacks are not much so bring your own.   The train is slow which gets painful after four hours from Machu Picch,...",PeruRail - Expedition,Nice train but very slow
Dapger,40,"I loved that were had three beds because we were traveling with teenagers.   The breakfast was great and this place is walking distance to everything.  They eve,...",Inti Punku MachuPicchu Hotel & Suites,Close to everything 
Dapger,50,"We were not planning on staying in Lima but pass through.  After a nightmare AA experience and their offer to put us in a questionable hotel we got on the web a,...",Crowne Plaza Lima,Wonderful surprise after nightmare AA flight
Mimi,50,"We enjoyed our 10 day stay in the hotel. The staff was very friendly and were always available to what we needed. The food was excellent. We were very impressed,...",Courtyard by Marriott Guayaquil,Friendly Staff!!
Guilherme,50,"I was really well received and served in this hotel. I strongly recommend it. Nice location for a stay in Guayaquil. Muchas gracias a Pancho, who was very frien,...",Courtyard by Marriott Guayaquil,Marriott Guayaquil
Robert B,50,"Love this local gem in Rock Hill, thankful your drive-thru is open and your smiles! Best Tex-Mex and margaritas around...partial to Chicken Nachos Grande! ",Nachomama's,Drive Thru is Open!
Robert B,50,"Open for carry out. Support this great staff and small business! My favorite is always the Enchilada Mariscos (seafood)! Call ahead, ready in 10-15 minutes",San Jose Mexican Restaurant,Open for carry out - Let’s Support them!
Robert B,50,"Full disclosure, I am not a fan of Waikiki, so the Ko Olina area is really the only place to stay (for me) on Oahu. This Marriott is very appealing - it is a Va,...",Marriott's Ko Olina Beach Club,Nice Resort Property; Peaceful: Nice Area
Robert B,50,"Honestly, I hesitated following my wife into this store, there seems to be a Honolulu Cookie every block in Waikiki. You get cornered into trying their Free Sam,...",Honolulu Cookie Company,I Taste These Cookies in my Sleep!
Robert B,50,"First of all, face it, it's crowded in Waikiki, so expect a wait at nice restaurants! Quit complaining folks! We had a 45 minute wait at Dukes but so what? They,...",Duke's Waikiki,Nostalgic; Worth the Wait
Robert B,50,"A great experience for all, and you can really spend a day here, especially if you tour the Arizona Memorial, the USS Missouri and the submarine, the USS Bowfin,...",Pearl Harbor National Memorial,A Must See - History of WWII
Robert B,50,"We had skipped this on our first trip to Pearl Harbor a few years ago which was unfortunate. The tour (audio set and earphones provided - multiple languages) to,...",USS Bowfin Submarine Museum and Park,Historical - Can't Imagine Life on a Sub in WWII
Robert B,50,"Worth every step. I am 60, my wife is 56, and while we got winded near the top we didn't really have any problems - it was fun just to get out and walk off some,...",‪Diamond Head State Monument,"Super Hike, Commanding Views at the Top"
Robert B,50,"We had passed this place over last year, but glad we stopped. It was a windy day and the ocean was churning, but we were mesmerized by the beauty of Laie Point.,...",Laie Point State Wayside Park,Worthy of a Stop! Great Pics
Robert B,40,"Lots have been written about this famous food truck, so we were definitely going to stop. Several choices, and we opted for a 1/2 plate of Garlic Shrimp and ano,...",Giovanni's Shrimp Truck,Look for a White Food Truck
